UID,survey_id,prompt_number,prompt_id,prompt,response,clauses_text_final,voice,idx,abstraction_score,abstraction_score_normalized
2469.02,2469,2,2,When I am criticized,"I can feel hurt but have learned that ""criticism"" is my perception from my life experience where at an early age, I was constantly criticized and shamed. As an adult, I endeavour to treat criticism as a constructive tool of feedback and improvement where necessary.","['I can feel hurt but', 'have learned', 'that criticism is my perception from my life experience', 'where at an early age I was constantly criticized and', 'shamed As an adult where necessary', 'I endeavour to treat criticism as a constructive tool of feedback and improvement']","['P_bevb_x', 'P_bevb_x', 'A_pron_x', 'P_bevb_x', 'A_def', 'A_def']",270,"[0.25, 0.14, 0.25, 0.25, 0.25, 0.25]","[1.0, 0.56, 1.0, 1.0, 1.0, 1.0]"
2469.04,2469,4,37,"These days, work","Is something I continue to enjoy and take great pleasure in using it as a framework within which to continue my journey of discovery and fulfilment. Work is not separate to life. Work is part of living, of serving, of being useful. Indeed, one could call work - play. There is no separation. Whether I receive the appropriate value recognition or remuneration for my ""job"" is my judgement. Voluntary work, while unpaid, is the most rewarding, I find.","['something', 'I continue to enjoy and', 'take great pleasure in', 'using it as a framework', 'within which to continue my journey of discovery and fulfilment Work', 'is not separate to life Work', 'is part of living of', 'serving of', 'being useful', 'Indeed one could call work play', 'There is no separation', 'Whether I receive the appropriate value recognition or remuneration for my job', 'is my judgement Voluntary work', 'while unpaid is the most rewarding', 'I find']","['Undefined', 'A_def', 'A_def', 'A_def', 'A_pron_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_pron_x', 'A_pron_x', 'P_bevb_x', 'A_def']",271,"[0.14, 0.25, 0.14, 0.14, 0.25, 0.14, 0.14, 0.14, 0.14, 0.25, 0.14, 0.25, 0.14, 0.14, 0.22]","[0.56, 1.0, 0.56, 0.56, 1.0, 0.56, 0.56, 0.56, 0.56, 1.0, 0.56, 1.0, 0.56, 0.56, 0.88]"
2485.22,2485,22,43,At times I worry about,never finding anything I am passionate about.,"['never finding anything', 'I am passionate about']","['A_def', 'P_bevb_x']",272,"[0.14, 0.22]","[0.56, 0.88]"
2498.2,2498,20,97,Children and parents are lucky when,then you're lucky!!,['then you re lucky'],['P_get_x'],273,[0.25],[1.0]
2499.11,2499,11,39,What I like to do best is,play and eat sugar.,"['play and', 'eat sugar']","['A_def', 'A_def']",274,"[0.14, 0.12]","[0.56, 0.48]"
2499.12,2499,12,94,A good child,never gets in trouble.,['never gets in trouble'],['A_def'],275,[0.14],[0.56]
2499.28,2499,28,99,A parent has the right to,hurt because my mom says she can do anything,"['hurt', 'because my mom says', 'she can do anything']","['A_def', 'A_pron_x', 'P_bevb_x']",276,"[0.14, 0.25, 0.25]","[0.56, 1.0, 1.0]"
2499.33,2499,33,33,When I am nervous,I've never been nervous...,['I ve never been nervous'],['P_bevb_x'],277,[0.22],[0.88]
2500.04,2500,4,92,"These days, school",really hard.,['hard'],['Undefined'],278,[0.14],[0.56]
2500.31,2500,31,31,My father,likes dong work (and playing on his phone),"['likes dong work and', 'playing on his phone']","['A_def', 'A_pron_x']",279,"[0.14, 0.14]","[0.56, 0.56]"
2500.34,2500,34,100,A child has the right to,play.,['play'],['A_def'],280,[0.0],[0.0]
2501.23,2501,23,23,I am,Josh,['Josh'],['Undefined'],281,[0.14],[0.56]
2501.24,2501,24,24,If I had more money,I would be happy,['I would be happy'],['P_bevb_x'],282,[0.22],[0.88]
2502.2,2502,20,97,Children and parents are lucky when,when they go to special places.,['when they go to special places'],['A_def'],283,[0.25],[1.0]
2503.09,2503,9,9,Education,I don't know,"['I don t', 'know']","['P_bevb_x', 'A_def']",284,"[0.22, 0.14]","[0.88, 0.56]"
2503.1,2503,10,10,When people are helpless,people doesn't spank people,"['people', 'doesn', 't spank people']","['Undefined', 'P_bevb_x', 'A_def']",285,"[0.11, 0.14, 0.14]","[0.44, 0.56, 0.56]"
2503.23,2503,23,23,I am,Lucy,['Lucy'],['Undefined'],286,[0.25],[1.0]
2503.25,2503,25,25,My main problem is,if somebody hits me,['if somebody hits me'],['A_def'],287,[0.14],[0.56]
2504.14,2504,14,14,The past,dinosaurs!,['dinosaurs'],['Undefined'],288,[0.14],[0.56]
2504.19,2504,19,96,Bullying could be stopped if,by saying NO!!,"['by', 'saying NO']","['Undefined', 'P_yn']",289,"[0.11, 0.14]","[0.44, 0.56]"
2504.2,2504,20,97,Children and parents are lucky when,they get treats,['they get treats'],['A_def'],290,[0.14],[0.56]
2504.22,2504,22,43,At times I worry about,when my toys get lost,['when my toys get lost'],['A_pron_x'],291,[0.14],[0.56]
2505.11,2505,11,39,What I like to do best is,play soccer,['play soccer'],['A_def'],292,[0.25],[1.0]
2505.21,2505,21,21,I just can\'t stand people who,bully me,['who bully me'],['A_def'],293,[0.14],[0.56]
2505.36,2505,36,48,Sometimes I wish that,I had from Starwars (a leggo ship).,['I had from Starwars a leggo ship'],['A_def'],294,[0.22],[0.88]
2507.01,2507,1,90,My family,has a cat...I don't have a cat though I have 2 dogs,"['has a cat', 'I don t', 'have a cat', 'though I have 2 dogs']","['P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x']",295,"[0.25, 0.22, 0.25, 0.22]","[1.0, 0.88, 1.0, 0.88]"
2507.02,2507,2,2,When I am criticized,(do not know what that means) I don't know,"['do not know', 'what that means', 'I don', 't know']","['P_bevb_x', 'A_def', 'P_bevb_x', 'A_def']",296,"[0.14, 0.14, 0.22, 0.14]","[0.56, 0.56, 0.88, 0.56]"
2507.23,2507,23,23,I am,me,['me'],['Undefined'],297,[0.11],[0.44]
2507.26,2507,26,26,When I get mad,I don't really know,"['I don', 't really know']","['P_bevb_x', 'A_def']",298,"[0.22, 0.14]","[0.88, 0.56]"
2507.27,2507,27,98,Children who step out of line,I don't really know,"['I don t', 'really know']","['P_bevb_x', 'A_def']",299,"[0.22, 0.14]","[0.88, 0.56]"
2508.13,2508,13,40,We could make the world a better place if,I don't know,"['know', 'I don t', 'know']","['A_def', 'P_bevb_x', 'A_def']",300,"[0.14, 0.22, 0.14]","[0.56, 0.88, 0.56]"
2508.27,2508,27,98,Children who step out of line,I don't know what that means (when children don't follow the rules) cuz I don't want to,"['I don', 't know', 'what that means', 'when children don t', 'follow the rules to', 'cuz I don t want']","['P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x']",301,"[0.22, 0.14, 0.14, 0.25, 0.14, 0.25]","[0.88, 0.56, 0.56, 1.0, 0.56, 1.0]"
2509.05,2509,5,5,Being with other people,being with my mom and dad,['being with my mom and dad'],['A_pron_x'],302,[0.14],[0.56]
2509.13,2509,13,40,We could make the world a better place if,we had more people there,['we had more people there'],['A_def'],303,[0.14],[0.56]
2509.22,2509,22,43,At times I worry about,"my own dreams, nightmares I have thousands of them","['my own dreams nightmares', 'I have thousands of them']","['Undefined', 'P_bevb_x']",304,"[0.14, 0.22]","[0.56, 0.88]"
2509.33,2509,33,33,When I am nervous,"I would get out of bed, or house",['I would get out of bed or house'],['P_bevb_x'],305,[0.22],[0.88]
2510.04,2510,4,92,"These days, school",is fun,['fun'],['Undefined'],306,[0.14],[0.56]
2510.33,2510,33,33,When I am nervous,my hands get shaky,['my hands get shaky'],['A_pron_x'],307,[0.14],[0.56]
2511.04,2511,4,92,"These days, school",is fun,['fun'],['Undefined'],308,[0.14],[0.56]
2511.29,2511,29,29,If my mother,I don't know,"['I don', 't know']","['P_bevb_x', 'A_def']",309,"[0.22, 0.14]","[0.88, 0.56]"
2511.34,2511,34,100,A child has the right to,have control of themselves,['have control of themselves'],['P_bevb_x'],310,[0.25],[1.0]
2512.14,2512,14,14,The past,confusing,['confusing'],['Undefined'],311,[0.25],[1.0]
2512.21,2512,21,21,I just can\'t stand people who,cry,['who cry'],['A_def'],312,[0.25],[1.0]
2512.24,2512,24,24,If I had more money,I would buy a laptop,['I would buy a laptop'],['P_bevb_x'],313,[0.22],[0.88]
2512.27,2512,27,98,Children who step out of line,are in trouble,['are in trouble'],['P_bevb_x'],314,[0.14],[0.56]
2514.2,2514,20,97,Children and parents are lucky when,they don't have any mental or physical permanent illnesses,['they don t have any mental or physical permanent illnesses'],['P_bevb_x'],315,[0.25],[1.0]
2529.14,2529,14,14,The past,"informs our personality and colors our perceptions i.e. our ego. Yet, if we are able to work through our shadow and dis-identfy from ego, we do not have to be ""stuck"" in our past and can learn to be grateful for it, as it has led us to the here and now. The past cannot be changed, but it can be accepted. And to some degree it is a mind construct. ","['informs our personality and colors our perceptions', 'e our ego', 'if we are able to work through our shadow and dis identfy from ego', 'Yet we do not have to be stuck in our past and', 'can learn to be grateful for it', 'as it has led us to the here and', 'now The past can not be changed', 'but it can be accepted', 'And to some degree it is a mind construct']","['A_pron_x', 'A_pron_x', 'A_pron_x', 'A_pron_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x']",316,"[0.25, 0.12, 0.14, 0.25, 0.25, 0.14, 0.25, 0.25, 0.25]","[1.0, 0.48, 0.56, 1.0, 1.0, 0.56, 1.0, 1.0, 1.0]"
2530.01,2530,1,90,My family,is small,['is small'],['P_bevb_x'],317,[0],[0.0]
2532.03,2532,3,91,Grandparents,are very nice.,['are very nice'],['P_bevb_x'],318,[0.25],[1.0]
2532.26,2532,26,26,When I get mad,"I throw stuff sometimes, and I bang my head on under the pillows.","['I throw stuff sometimes', 'and I bang my head on under the pillows']","['A_def', 'A_pron_x']",319,"[0.22, 0.22]","[0.88, 0.88]"
2533.15,2533,15,41,Privacy,when I feel sick I want to be alone,"['when I feel sick', 'I want to be alone']","['P_get_x', 'P_bevb_x']",320,"[0.25, 0.22]","[1.0, 0.88]"
2533.19,2533,19,96,Bullying could be stopped if,we tell the police to stop them,['we tell the police to stop them'],['A_def'],321,[0.25],[1.0]
2533.23,2533,23,23,I am,ordinary. I am normal.,"['ordinary', 'I am normal']","['Undefined', 'P_bevb_x']",322,"[0.14, 0.22]","[0.56, 0.88]"
2534.33,2534,33,33,When I am nervous,I sometimes don't want to do it,"['I sometimes don', 't want to do it']","['P_bevb_x', 'P_bevb_x']",323,"[0.22, 0.14]","[0.88, 0.56]"
2536.3,2536,30,30,If I were in charge,I would tell the adults what to do.,['I would tell the adults what to do'],['P_bevb_x'],324,[0.22],[0.88]
2537.17,2537,17,95,When they didn't let me join in,I left them alone.,"['I', 'left them alone']","['Undefined', 'A_def']",325,"[0.22, 0.14]","[0.88, 0.56]"
2537.24,2537,24,24,If I had more money,I would buy a swim with seals.,['I would buy a swim with seals'],['P_bevb_x'],326,[0.22],[0.88]
2537.26,2537,26,26,When I get mad,I sometimes use big voice then I go somewhere quiet so I can cry by myself.,"['I sometimes use big voice', 'then I go somewhere quiet', 'so I can cry by myself']","['A_def', 'P_get_x', 'P_bevb_x']",327,"[0.25, 0.22, 0.25]","[1.0, 0.88, 1.0]"
2538.18,2538,18,42,Rules,no running on the concrete.,['no running on the concrete'],['A_def'],328,[0.25],[1.0]
2538.26,2538,26,26,When I get mad,I stomp my feet and go to my room,"['I stomp my feet and', 'go to my room']","['A_pron_x', 'A_pron_x']",329,"[0.22, 0.12]","[0.88, 0.48]"
2539.09,2539,9,9,Education,(shrug),['shrug'],['Undefined'],330,[0.14],[0.56]
2540.16,2540,16,16,I feel sorry,is dead,['is dead'],['P_bevb_x'],331,[0.11],[0.44]
2540.17,2540,17,95,When they didn't let me join in,I died,['I died'],['A_def'],332,[0.22],[0.88]
2541.05,2541,5,5,Being with other people,is fun,['is fun'],['P_bevb_x'],333,[0.14],[0.56]
2541.16,2541,16,16,I feel sorry,for hitting,['for hitting'],['A_def'],334,[0.14],[0.56]
2541.23,2541,23,23,I am,I can play,['I can play'],['P_bevb_x'],335,[0.25],[1.0]
2542.04,2542,4,92,"These days, school",is different to the old schools,['different to the old schools'],['Undefined'],336,[0.25],[1.0]
2542.18,2542,18,42,Rules,make people safe,['make people safe'],['A_def'],337,[0.12],[0.48]
2542.19,2542,19,96,Bullying could be stopped if,there would be a rule,['there would be a rule'],['P_bevb_x'],338,[0.14],[0.56]
2542.22,2542,22,43,At times I worry about,when I sleep,['when I sleep'],['A_def'],339,[0.22],[0.88]
2542.33,2542,33,33,When I am nervous,I normally go away,['I normally go away'],['A_def'],340,[0.22],[0.88]
2543.01,2543,1,90,My family,is eating dinner,['is eating dinner'],['P_bevb_x'],341,[0.14],[0.56]
2543.16,2543,16,16,I feel sorry,my friend Grace,[],[],342,[],[]
2543.17,2543,17,95,When they didn't let me join in,I felt sad,['I felt sad'],['P_get_x'],343,[0.22],[0.88]
2543.18,2543,18,42,Rules,rules,['rules'],['Undefined'],344,[0.12],[0.48]
2544.05,2544,5,5,Being with other people,is fun,['is fun'],['P_bevb_x'],345,[0.14],[0.56]
2544.12,2544,12,94,A good child,goes to a good school,['goes to a good school'],['A_def'],346,[0.25],[1.0]
2544.28,2544,28,99,A parent has the right to,play,['play'],['A_def'],347,[0.0],[0.0]
2545.05,2545,5,5,Being with other people,is nice,['is nice'],['P_bevb_x'],348,[0.25],[1.0]
2545.08,2545,8,8,What gets me into trouble is,"going through the black gates, but I don't do it very much","['going through the black gates but', 'I don t', 'do it very much']","['A_def', 'P_bevb_x', 'P_bevb_x']",349,"[0.25, 0.22, 0.25]","[1.0, 0.88, 1.0]"
2546.04,2546,4,92,"These days, school",are fun,['fun'],['Undefined'],350,[0.14],[0.56]
2546.12,2546,12,94,A good child,is really like me.,['is really like me'],['P_bevb_x'],351,[0.12],[0.48]
2546.18,2546,18,42,Rules,are useful and sometimes not useful.,['are useful and sometimes not useful'],['P_bevb_x'],352,[0.14],[0.56]
2546.23,2546,23,23,I am,American.,['American'],['Undefined'],353,[0.25],[1.0]
